id	langId	sent#	book	author	source	source_lang	target	target_lang
315	75	11	the_books_of_jacob_sampled	olga_tokarczuk	W końcu poradził mu Pikulski, żeby poszedł do Szora. Duży dom ze sklepem przy rynku. Spojrzał jednak przy tym na księdza jakoś krzywo, z ironią albo się tak księdzu wydawało. Może trzeba było załatwiać te żydowskie książki przez Pikulskiego? Choć go ksiądz dziekan nie bardzo lubi. Nie musiałby się teraz tutaj wstydzić i pocić. Ale wiele jest w księdzu przekory, więc poszedł sam. I było jeszcze coś niezbyt rozumnego – mała gierka słowna wdała się w całą sprawę; kto uwierzy, że takie rzeczy mają wpływ na świat. Ksiądz pracował pilnie nad pewnym ustępem Kirchera, gdzie wspomniano o wielkim wole Szoroborze. I być może podobieństwo słów ściągnęło go tutaj – Szor i Szorobor. Dziwne są wyroki Pana.	pl	Finally Father Pikulski suggested he go and visit Shorr. The big house with the shop on the market square. As he said this, he gave Chmielowski a wry, almost derisive look—unless Chmielowski was imagining it, of course. Perhaps he should have arranged to get his Jewish books through Pikulski, despite not liking him very much. Had he done so, he wouldn’t be standing here, sweating and embarrassed. But Father Chmielowski has a bit of a rebellious streak, so here he is. And there is something else a little irrational in it, too, an element of wordplay. Who would have believed that such things had any impact on the world? The priest has been working diligently on one particular passage in Kircher, on the great ox Shorobor. Perhaps the similarity between the two names—Shorr and Shorobor—is what brought him here. Bewildering are the determinations of the Lord.	en
316	76	4	the_books_of_jacob_sampled	olga_tokarczuk	– Ja jestem Hryćko – odzywa się, kiedy tak idą, chłopak z bródką. Ksiądz uświadamia sobie, że gdyby chciał się wycofać, to nawet nie wiedziałby, jak wyjść z tego pszczelego domu. Zaczyna się pocić z powodu tej myśli i wtedy otwierają się ze skrzypieniem jedne z drzwi i staje w nich szczupły mężczyzna w sile wieku, o jasnej, gładkiej, nieprzeniknionej twarzy, z siwą brodą, w sukni za kolana, na stopach ma wełniane skarpety i czarne pantofle. – To jest właśnie rabbi Elisza Szor – szepcze Hryćko z przejęciem.	pl	“I am Hryćko,” pipes up the young man with the narrow beard. Father Chmielowski realizes that even if he did wish to retreat now, he could not possibly find his way back out of the beehive. This realization makes him perspire, and just then a door creaks open, and in the doorway stands a trim man in his prime, his face bright, smooth, impenetrable, with a gray beard, a garment that goes down to his knees, and on his feet woolen socks and black pantofles. “That’s the Rabbi Elisha Shorr,” Hryćko whispers, thrilled.	en
317	77	16	the_books_of_jacob_sampled	olga_tokarczuk	– Za pozwoleniem i w tych niezwykłych okolicznościach przychodzę tutaj do waszmości całkiem incognito, zasłyszawszy wiele o waszej wielkiej mądrości i erudycji... Hryćko zatrzymuje się w połowie zdania i pyta księdza: – In-co-gnito? – A jakże, co znaczy, że suplikuję o dyskrecję. – A cóż to? Su-pli-kuję? Dys-kre-cję? Ksiądz milknie, nieprzyjemnie zaskoczony. Ale mu się tłumacz trafił, widzi, że tamten go nie rozumie. To jak mają ze sobą rozmawiać? Po chińsku? Będzie się starał mówić prosto: – Proszę o zachowanie tajemnicy, bo nie ukrywam przecie, żem rohatyński dziekan, ksiądz katolicki. Ale przede wszystkim autor. – Słowo „autor” podkreśla podniesieniem palca. – I wolałbym tu dzisiaj rozmawiać nie jako duchowny, ale autor właśnie, który wytrwale pracuje nad pewnym opusculum...	pl	“With your permission and under these unlikely circumstances I come to Your Excellency altogether incognito, having heard such wonders of your wisdom and great erudition . . .” Hryćko pauses in the middle of the sentence and asks the priest: “In-cog-neat?” “And how! Which means that I implore discretion.” “But what is that? Imp-lore? Disc . . . ration?” Appalled, the priest falls silent. What an interpreter he’s wound up with—one who understands nothing he says. So how are they supposed to talk? In Chinese? He will have to attempt to speak simply: “I ask that this be kept a secret, for I do not conceal that I am the vicar forane of Rohatyn, a Catholic priest. But more importantly, I am an author.” Chmielowski emphasizes the word “author” by raising his finger. “And I would rather talk here today not as a member of the clergy, but as an author, who has been hard at work on a certain opuscule . . .”	en
318	78	16	the_books_of_jacob_sampled	olga_tokarczuk	Milknie, bo oto drzwi otwierają się gwałtownie i do tej niskiej salki bez nijakiej zapowiedzi wchodzi kobieta. W ślad za nią do środka zaglądają, szepcząc, twarze na pół widoczne w mroku. Kwili przez chwilę małe dziecko, a potem nagle cichnie, jakby wszystko miało skupić się na kobiecie: z odkrytą głową okoloną bujnymi lokami kroczy śmiało, ze wzrokiem utkwionym gdzieś przed siebie, nie patrząc w ogóle na mężczyzn; niesie na tacy dzban i suszone owoce. Ma na sobie szeroką suknię w kwiaty, a na niej haftowany fartuch. Stuka spiczastymi trzewikami. Jest drobna, ale zgrabna, jej figura przyciąga wzrok. Za nią drepcze mała dziewczynka i niesie dwie szklanki. Patrzy na księdza z takim przerażeniem, że niebacznie wchodzi na idącą przed sobą i przewraca się. Szklanki toczą się po podłodze, dobrze, że są z grubego szkła. Kobieta nie zwraca uwagi na dziecko, rzuca natomiast jedno spojrzenie na księdza, szybkie i bezczelne. Błyskają ciemne, mroczne oczy, duże i jakieś przepastne, a przeraźliwie białą skórę pokrywa w jednej chwili rumieniec. Ksiądz dziekan, który nie miewa kontaktów z młodymi kobietami, czuje się zaskoczony tym nagłym wtargnięciem; przełyka ślinę. Kobieta głośno stawia na stole dzbanek i talerz oraz podniesione z ziemi szklanki i znów patrząc przed siebie, wychodzi. Trzaskają drzwi. Hryćko, tłumacz, też wygląda na zmieszanego. Elisza Szor zrywa się tymczasem, podnosi dziecko, sadza sobie na kolanach, ale dziewczynka wyrywa się i znika za matką.	pl	He breaks off because suddenly the door flies open and with no warning a woman enters the low-ceilinged room. Now faces peer in from the hallway, half visible in the low light, whispering. A little child whimpers and then stops, as if all must focus on this woman: bareheaded, wreathed in lush curls, she doesn’t look at the men at all, but rather gazes fixedly, brazenly, at something straight ahead of her as she brings in a tray with a pitcher and some dried fruits. She is wearing a wide floral dress, and over it an embroidered apron. Her pointy-toed shoes clack. She is petite, but she is shapely—her figure is attractive. Behind her pads a little girl carrying two glasses. She looks at the priest in such terror that she inadvertently crashes into the woman in front of her and falls over, still clasping the glasses in her little hands. It’s a good thing they are sturdily made. The woman pays no attention to the child, though she does glance once—rapidly, impudently—at the priest. Her dark eyes shine, large and seemingly bottomless, and her overwhelmingly white skin is instantly covered in a flush. The vicar forane, who very rarely has any contact with young women, is terribly surprised by this barging in; he gulps. The woman sets the pitcher and the plate on the table with a clatter and, still looking straight ahead, leaves the room. The door slams. Hryćko, the interpreter, also looks perplexed. Meanwhile, Elisha Shorr leaps up, lifts the child, and sits down with her in his lap. The little girl wriggles loose and runs after her mother.	en
319	79	4	the_books_of_jacob_sampled	olga_tokarczuk	Może poznaje to po nagłej zmianie w zachowaniu Hryćka. Dałby też głowę, że do tego, co tłumaczy, chłopak dorzuca coś od siebie. Nie wie tylko, czy są to jakieś ostrzeżenia, czy przeciwnie – coś, co ma wspierać księdza. Elisza Szor cofa się nieznacznie na krześle, odchyla głowę do tyłu i przymyka oczy, jakby udawał się na konsultacje do swojej wewnętrznej ciemności.	pl	Perhaps it is the sudden change in Hryćko’s manner that tips him off. He would bet, as well, that the boy is inserting his own words as he translates, be they warnings or the contrary, ad libs intended to help the priest’s case. Elisha Shorr edges into his chair and leans his head back, closing his eyes, seemingly endeavoring to consult his inner depths.	en
320	80	6	the_books_of_jacob_sampled	olga_tokarczuk	Szor wstaje i odwraca się do ściany, spuszcza głowę i stoi tak przez chwilę. Ksiądz zaczyna się niecierpliwić – czy to znak, że ma odejść? Hryćko też przymknął oczy i jego długie młodzieńcze rzęsy rzucają teraz cień na pokryte miękkim zarostem policzki. Może oni posnęli? Ksiądz chrząka cicho, ich milczenie odebrało mu resztki pewności siebie. Już żałuje, że tu przyszedł.	pl	Shorr gets up and turns toward the wall, bows his head, and remains thus for a moment. The priest grows impatient—is this a sign that he should leave? Hryćko shuts his eyes, too. Have they fallen asleep? The priest clears his throat discreetly. This silence of theirs has robbed him of whatever remained of his confidence. Now he really is sorry he came.	en
321	81	5	convenience_store_woman	sayaka_murata	コンビニエンスストアは、音で満ちている。客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。店員の掛け声に、バーコードをスキャンする音。かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。	ja	A convenience store is a world of sound. From the tinkle of the door chime to the voices of TV celebrities advertising new products over the in-store cable network, to the calls of the store workers, the beeps of the bar code scanner, the rustle of customers picking up items and placing them in baskets, and the clacking of heels walking around the store. It all blends into the convenience store sound that ceaselessly caresses my eardrums.	en
322	82	4	convenience_store_woman	sayaka_murata	チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。	ja	Alerted by a faint clink of coins I turn and look over at the cash register. It’s a sound I’m sensitive to, since customers who come just to buy cigarettes or a newspaper often jingle coins in their hand or pocket. And yes: as I’d thought, a man with a can of coffee in one hand, the other hand in his pocket, is approaching the till. I quickly move through the store, slide behind the counter, and stand at the ready so as not to keep him waiting.	en
323	83	8	convenience_store_woman	sayaka_murata	「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。 「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。 「年齢確認のタッチをお願いします」 画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。	ja	“Irasshaimasé! Good morning, sir.” I bow and take the can of coffee he holds out to me. “Oh, and a pack of Marlboro Menthol Lights.” “Right away, sir.” I take out a pack of the cigarettes and scan the bar code. “Please confirm your age on the touch screen.” As he does so, I notice him glance at the hot-food cabinet. I could ask him whether he’d like anything else, but when a customer appears to be dithering over whether or not to buy something, I make a point of taking a step back and waiting.	en
324	84	3	convenience_store_woman	sayaka_murata	缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。	ja	I put the can of coffee, cigarettes, and corn dog into a small-size bag. Until then the man had been jingling the coins in his pocket, but now he suddenly moves his hand to his breast pocket as though something has just occurred to him. Instantly I deduce that he will use electronic money.	en
325	85	12	convenience_store_woman	sayaka_murata	「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。 「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。ほら、皆も泣いてるよ。お友達が死んじゃって寂しいね。ね、かわいそうでしょう？」 「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。	ja	“Daddy likes yakitori, doesn’t he? Let’s grill it and have it for dinner!” She looked at me, startled. Thinking she hadn’t heard properly, I repeated what I’d said, this time clearly enunciating my words. The mother sitting next to her gaped at me, her eyes, nostrils, and mouth forming perfect O’s. She looked so comical I almost burst out laughing. But then I saw her staring at the bird in my hand and I realized that one of these little birds probably wouldn’t be enough for Daddy. “Shall I get some more?” I asked, glancing at two or three other birds strutting around. “Keiko!” my mother exclaimed reprovingly, finally coming to her senses. “Let’s make a grave for Mr. Budgie and bury him. Look, everyone’s crying. His friends must be sad he died. The poor little thing!” “But it’s dead. Let’s eat it!” My mother was speechless.	en
326	86	5	convenience_store_woman	sayaka_murata	二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。そのため、妹はいつも私についてまわっていた。	ja	My little sister, who is two years younger than me, was a normal child. Even so, she never tried to avoid me; indeed, she adored me. Unlike me she was always being told off for silly little things, and whenever this happened I would go up to mother and ask her why she was so angry. This generally put an end to the lecture, and my sister always thanked me for it as if she thought I were protecting her. It also helped that I wasn’t all that interested in sweets and toys and would often give them to her, and so she was always hanging around me.	en
327	87	3	convenience_store_woman	sayaka_murata	オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。	ja	For the two weeks prior to opening, we worked in pairs to role-play dealing with imaginary customers. We practiced looking the customer in the eye, smiling and bowing, cleaning our hands with alcohol before handling items from the hot-food cabinet, putting hot and cold items into separate bags, and sanitary products into paper bags. The money in the till was real so we would become accustomed to handling it, but the receipts were marked TRAINING in big letters, and our “customers” were our fellow uniformed workers, so it was rather like playing at shop.	en
328	88	3	convenience_store_woman	sayaka_murata	そのとき、私は、初めて、世界の部品になることができたのだった。私は、今、自分が生まれたと思った。世界の正常な部品としての私が、この日、確かに誕生したのだった。	ja	At that moment, for the first time ever, I felt I’d become a part in the machine of society. I’ve been reborn, I thought. That day, I actually became a normal cog in society.	en
329	89	3	convenience_store_woman	sayaka_murata	ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。	ja	After Miho married, she and her husband bought a secondhand house where she now often holds little parties with her friends. There are times when I feel like it’s too much bother, knowing I have to work the next day. But it’s the only connection I have to the world outside the convenience store and a precious opportunity to mingle with “normal” women my age, so I usually accept her invitations. Today there was Yukari and her young child, and Satsuki, who was married but still childless, and we had all brought cakes along to have with tea.	en
330	90	4	convenience_store_woman	sayaka_murata	ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。	ja	Miho and Satsuki wear exactly the same expression and speak the same way, perhaps because they live close to each other and often meet up. The way they eat cookies is especially similar, both breaking off tiny pieces and putting them in their mouths with hands that have perfectly manicured nails. I couldn’t help wondering whether they had always been like that, but my memory was hazy. The little habits and gestures they had last time I met them must have already been flushed out of my mind I thought to myself.	en
331	91	5	convenience_store_woman	sayaka_murata	店長は30歳の男性で、常にきびきびとしている。口は悪いが働き者の、この店で８人目の店長だ。 ２人目の店長はサボり癖があり、４人目の店長は真面目で掃除好きで、６人目の店長は癖のある人で嫌われ、夕勤が全員一気に辞めるというトラブルになった。８人目の店長は比較的アルバイトからも好かれ、自分が体を動かして働くタイプなので、見ていて気持ちがいい。７人目の店長は気弱すぎて夜勤になかなか注意ができずに店がぼろぼろになってしまったので、少し口が悪くてもこれくらいのほうが働きやすいと、８人目の店長を見ると思う。	ja	The store manager is thirty years old and always businesslike. He’s manager #8. He has a sharp tongue but works hard. Manager #2 was always slacking off, while #4 was dependable and liked cleaning, and #6, who was rather eccentric and generally disliked, had caused a scandal when the entire night shift walked out on him en masse. Manager #8 is comparatively popular with part-timers and is the type who engages in physical tasks, so I like watching him at work. Manager #7 was a wimp and wasn’t strict enough with the night shift, so the store ended up a mess. While #8 might be a bit brusque, I thought looking at him, in this respect he was easier to work with.	en
332	92	6	convenience_store_woman	sayaka_murata	店の周りを歩くのは、コンビニ店員にとって大切な情報収集でもある。近くの飲食店が弁当を始めたら売上に影響するし、新しく工事が始まればそこで働く客が増える。店がオープンして４年目、近くにあるライバル店が潰れたときは大変だった。その分の客が殺到して、昼ピークが終わらずに残業をした。弁当の数が足りなくて、店長が本社の人にリサーチ不足だと叱られていた。そんなことが起きないように、私はこの街を、店員として、しっかりと見つめながら歩くことにしている。	ja	For a convenience store worker, walking through the area around the store is a way to glean valuable information. If a nearby restaurant starts selling lunch boxes it will impact our sales, and road works starting up will mean more customers. It was really tough when a rival closed down four years after our store opened and we were inundated with their customers. We all had to work overtime since the lunchtime peak had gone on and on, and when we ran out of lunch boxes the manager was reprimanded by head office for not doing enough research. That’s when I decided to walk around the area keeping my eye on things to make sure nothing like that ever happened again.	en
333	93	9	convenience_store_woman	sayaka_murata	携帯をバイト中に持ち歩かないのは、基本的なルールだ。何でそんな簡単なことを破ってしまうのか私には理解できなかった。 「俺、自分がいない時間は、いつも軽く防犯カメラチェックするじゃん？ 白羽さんは新人だし、どんなもんかなと思って見てたんだよね。表向きはそれなりにやってるんだけど、ちょっとサボり癖があるみたいなんだよねー」 「気が付かなくてすみません」 「いやいや、古倉さんが謝ることじゃないから。古倉さん、最近特に声かけがんばってくれてるねー、カメラ見てても、お、すごい頑張ってるなって感じ。えらいよー、古倉さんは毎日勤務なのに手を抜かないからねー！」	ja	It was a fundamental rule never to carry your phone around while at work. I couldn’t understand why he’d violate such a simple directive. “You know I always check the security camera for the times I’m not here, right? Shiraha’s new on the job, so I keep an eye on him to see what he’s like. On the surface he seems to be doing kind of okay, but he does have a habit of neglecting the work, doesn’t he?” “I’m sorry I never noticed it.” “No, no, it’s nothing for you to apologize about, Miss Furukura. You’ve been doing really well with greeting customers, I must say. Every time I check the camera, I’m impressed. You’re really great. You never take time off, and you never do anything less than an excellent job.”	en
334	94	7	convenience_store_woman	sayaka_murata	甥っ子は、病院でガラス越しに見たときとは別の生き物のように、人間らしい形に膨らんで、髪の毛も生えそろっていた。 私は紅茶、妹はノンカフェインのルイボスティーを飲みながら、私が持って来たケーキを二人で食べた。 「美味しい。悠太郎がいるからなかなか外に出かけられなくて、こういうもの全然食べてなかったから」 「よかった」 「お姉ちゃんから食べ物をもらうと、小さいころを思い出すなあ」 妹が少し照れくさそうに笑った。	ja	When I first saw my nephew through the glass window at the hospital, he looked like an alien creature. But now he’d grown into something more humanlike, complete with hair. We sat down to eat the cake I’d brought, accompanied by normal tea for me and caffeine-free rooibos tea for Mami. “Delicious. I hardly ever get out now Yutaro is here, so I don’t get to eat anything like this.” “Glad you like it.” “Whenever you give me food, it reminds me of when we were little,” she said with an embarrassed smile.	en
335	95	3	convenience_store_woman	sayaka_murata	私はミホの子供も甥っ子も、同じに見えるので、わざわざこっちのほうも見にこなくてはいけないという理屈がよくわからない。でも、こっちの赤ん坊のほうが、大事にしなくてはいけない赤ん坊なのだろう。私にとっては野良猫のようなもので、少しの違いはあっても「赤ん坊」という種類の同じ動物にしか見えないのだった。	ja	As far as I was concerned, though, there wasn’t any difference between Miho’s child and my nephew, and I didn’t understand the logic of coming out all the way here just to see him. Maybe this particular baby should be more important to me than the others. But so far as I could see, aside from a few minor differences they were all just an animal called a baby and looked much the same, just like stray cats all looked much the same.	en
336	96	7	convenience_store_woman	sayaka_murata	「あ、そうだ、麻美、何かもっといい言い訳ってない？ 最近、身体が弱いっていうだけじゃ、怪訝な顔されるようになっちゃった」 「……うーん、考えてみるね。お姉ちゃんはリハビリ中なんだから、身体が弱いっていうのも、全部言い訳や嘘っていうわけじゃないんだよ。堂々としてていいんだよ」 「でも、変な人って思われると、変じゃないって自分のことを思っている人から、根掘り葉掘り聞かれるでしょう？ その面倒を回避するには、言い訳があると便利だよ」	ja	“Oh, come to think of it, Mami, I wanted to ask you if you can come up with a better excuse for me. Lately when I tell them I’m not very strong, they give me disbelieving looks.” “Okay, I’ll have a think about it. But anyway, you’re being rehabilitated, so it’s not like you’re lying exactly. No need to be embarrassed about it.” “But once they get it into their heads that I’m not normal, since they all think they are normal they’ll give me a hard time about it, won’t they? That’d be a lot of bother. So it’d be handy to have an excuse to fend them off with.”	en
337	97	6	convenience_store_woman	sayaka_murata	翌朝出勤すると、店がいつもと違う、緊張した雰囲気に包まれていた。 自動ドアから店に入ったすぐのところで、常連の男性客が、怯えたように雑誌コーナーの方を見ていた。いつもコーヒーを買っていく女性が、私とすれ違うように早足で店から出て行き、パン売り場の前では男性客が二人、ひそひそと話している。 一体どうしたのだろうかと客の視線の先を見ると、くたびれたスーツ姿の中年の男性を、皆が目で追っていると気付いた。 彼は店を歩き回り、いろんな客に声をかけている様子だ。内容をよく聞いてみると、どうやら客に注意をしているようだった。	ja	The following morning when I arrived at work, the store was shrouded in an unusually tense atmosphere. Entering through the automatic door, I saw a regular customer looking fearfully over at the magazine corner. A woman who always came to buy coffee rushed past me and out of the store, and two men were standing by the bakery section talking under their breath. Wondering what on earth was going on, I glanced in the direction the customers were looking and realized they were all eyeing a middle-aged man in a shabby suit. He was walking around the store, talking to various customers. I strained my ears to hear what he was saying, and he appeared to be telling them off.	en
338	98	7	convenience_store_woman	sayaka_murata	靴が汚れている男性に甲高い声で、「ほらあなた、そこ！　床を汚さないでくださいね」と言い、チョコレートを見ている女性に、「あー！ 駄目ですよ、せっかくきちんと並んでいるのにぐちゃぐちゃにして！」と叫んでいる。皆、自分が次に声をかけられたらどうしようと、戸惑いながら遠巻きに男性の動きを見守っていた。	ja	“Hey, you there. Stop making the floor dirty!” he said shrilly to a man with dirty shoes and then to a woman perusing the chocolates: “Oy! Stop messing up the display!” Everyone was watching him nervously, afraid he might pick on them next.	en
339	99	5	convenience_store_woman	sayaka_murata	トラブルが起きた場合は、迅速に社員に対応を任せることになっている。そのルールに従って、私は急いで制服に着替え終え、レジヘと向かった。店長お願いしますと言ってレジを代わると、「うわ助かった、ありがと！」と小さい声で店長が言い、すぐにカウンターの外に走って行き、男性客と若者の間に急いで入った。私は宅配便の控えをお客さまに渡しながら、店内で殴り合いにならないか横目で見ていた。そういうときは、すぐに防犯ベルを鳴らすことになっている。	ja	Whenever there was any trouble, we were supposed to leave it to a senior employee to deal with. As per the rules, I quickly finished putting on my uniform and ran to the cash register to take over from the manager. “Thanks, that’s a great help,” he said quietly, then rushed around the counter and slipped himself between the two men. I handed the golf club delivery slip to the customer, keeping an eye on the situation in case it developed into a fight. If that happened, the procedure was to immediately press the alarm.	en
340	100	6	convenience_store_woman	sayaka_murata	私はふと、さっき出てきたコンビニの窓ガラスに映る自分の姿を眺めた。この手も足も、コンビニのために存在していると思うと、ガラスの中の自分が、初めて、意味のある生き物に思えた。 「いらっしゃいませ！」 私は生まれたばかりの甥っ子と出会った病院のガラスを思い出していた。ガラスの向こうから、私とよく似た明るい声が響くのが聞こえる。私の細胞全てが、ガラスの向こうで響く音楽に呼応して、皮膚の中で蠢いているのをはっきりと感じていた。	ja	I caught sight of myself reflected in the window of the convenience store I’d just come out of. My hands, my feet—they existed only for the store! For the first time, I could think of the me in the window as a being with meaning. “Irasshaimasé!” I thought of the window in the hospital where I first saw my newborn nephew. Through the reflection a bright voice resembling mine rang out. I could distinctly feel all my cells stirring within my skin as they responded in unison to the music reverberating on the other side of the glass.	en
341	101	12	cocoon	zhang_yueran	我睁开眼睛。你站在门囗。我不知道你已经站了多久，没准连我在梦里大笑都看到了。还有醒来的悲伤，最虚弱时刻的样子。程恭，你低声喊出我的名字，声音非常沙哑，似乎已经很久没有开囗讲过话。快要下雪了，天阴得厉害，屋子里黑漆漆的。炉子上的水沸了，咕嚕噜地翻滚着。我仔细地看了你一会儿，确信自己并不认识你。可是在昏暗的光线里，我忽然觉得这个站在对面的陌生人，似乎与我的生命有很深的联结。那种感觉让人背后一阵发凉。我努力回想着，记忆的卡片在头脑中晔啦晔啦地翻动。然后你说，你是李佳栖。	zh	I opened my eyes. You were in the doorway. I didn’t know how long you’d been there. Had you seen me laughing from the dream, then my sadness when I woke, when I was at my most vulnerable? You said my name in a soft, raspy voice, as if you hadn’t spoken for a long time. The sky was dark—about to snow. The boiling water rumbled. I looked carefully but didn’t know who you were, yet I felt this stranger standing in the gloom had a deep connection to my life. The thought chilled my spine. I frantically flicked through the Rolodex of my mind. You told me you were Li Jiaqi.	en
342	102	8	cocoon	zhang_yueran	你嘴巴里呼出的白色哈气，被风撩起的卷曲头发，大衣下摆底下微微颤动的膝盖，这些让我相信眼前的你是真实的存在，并非是先前那个梦的延续。十八年没见了，认不出来也不奇怪。你没有化妆，苍白的脸有一点浮肿，不过总算没有辜负大家的期望，长成了一个美人。只是那张桃心小脸乌戚戚的，一副在大都市待久了的神情。你问我，你的样子是不是和我想象的不一样。我不置可否地笑了笑。坦白说，我从未想象过你长大之后的样子。对我而言，和你有关的一切都已经装进档案袋，封上了火漆。说出来或许会有些伤人吧，不过，我真的没有期待与你再见面。	zh	Your breath came white from your mouth. The wind had tangled your curly hair, and your knees were trembling under your coat. All these things told me you were actually there, and this wasn’t just a continuation of the dream. I hadn’t seen you in eighteen years, no wonder I couldn’t recognize you. You weren’t wearing makeup, and your pale face looked a little swollen, but it was clear you’d grown into a beauty like we’d all known you would—though you had the numb expression of someone who’s been in the big city too long. You asked if you looked how I’d imagined. I smiled and admitted I’d never imagined you grown up. As far as I was concerned, you and everything to do with you had been placed into a sealed folder. Maybe this is hurtful to hear, but I had truly never hoped to meet you again.	en
343	103	7	cocoon	zhang_yueran	我走到厨房关掉炉子。水已经蒸发了半壶，整个房间弥漫在白雾里。你局促地坐下来，看着我倒茶。 "你还跟奶奶和姑姑一起住吗？“你问。 我告诉你，奶奶已经去世了，现在我和姑姑一起生活。 "她一直没成家“　你问。 "嗯。“	zh	I went to the kitchen and turned off the stove. Half the water had boiled away, filling the room with fog. You sat and watched anxiously as I made tea. “Are you still living with your grandma and aunt?” you asked. I told you Granny was dead, but yes, I was still with Auntie. “And she never married?” “No.”	en
344	104	6	cocoon	zhang_yueran	我们的谈话进行得很艰难。每次陷入沉默，我都觉得心脏受到压迫，只想快点结束这次见面。你似乎有所察觉，但还在努力寻找话题。茶冷下去，屋子里的白雾已经散尽，你终于起身告辞。我刚关上门，感觉松了一囗气，门铃又响了。你站在门囗，请我晚些到小白楼来。我还没有来得及推辞，你已经走出了楼洞。	zh	It was a difficult conversation. Every time we fell into silence, I felt something squeezing at my heart, and I wanted to end this encounter as quickly as possible. You seemed to sense this, and searched for something else to talk about. The tea cooled, the fog dissipated. You stood to leave. I’d only just closed the door and sighed in relief when the bell rang again. You said I should come to the white mansion later and walked away before I could respond.	en
345	105	5	cocoon	zhang_yueran	我并不打算赴约。不管是因为什么，我想我们都没有再见面的必要了。我坐在沙发上一支一支地抽烟，天色越来越暗，门突然笃笃地敲响了。送水的男孩扛着水桶站在门囗，说是给西郊的一户人家送水去了。他戴着一顶脏兮兮的灰色毛线帽子，神情恍惚。	zh	I hadn’t planned to show up—I didn’t think we had any need to meet again. I sat on the couch and smoked cigarette after cigarette as it got dark. Then someone tapped on the door: the water delivery boy. He wore a filthy gray wool hat and looked harried. “I had to make a delivery on the west side,” he said.	en
